r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,X,Y,Z
-67,-47,-40,-74,,-39,-49,,-72,,,-82,,,,,,-59,,-71,-65,,,-78,,,,3.6,8,0
-67,-47,-41,-74,-80,-39,-49,-57,-76,,,-80,,,-85,,,-65,,-71,-72,,,-78,,,,3.6,8,0
-67,-47,-41,-74,-80,-39,-49,-57,-76,,,-80,,,-85,,,-65,,-71,-72,,,-78,,,,3.6,8,0
-67,-47,-41,-74,-80,-39,-49,-57,-76,,,-80,,,-85,,,-65,,-71,-72,,,,,,,3.6,8,0
-67,-55,-40,-74,-80,-39,-49,-57,-76,,,-80,,,-85,,,-65,,-72,-66,,,-76,,,,3.6,8,0
-67,-55,-40,-74,-80,-39,-49,-57,-76,,,-80,,,-85,,,-65,,-72,-66,,,-76,,,,3.6,8,0
-67,-55,-40,-74,-80,-39,-49,-57,-76,,,,,,,,,-65,,-72,-66,,,-76,,,,3.6,8,0
-66,-55,-48,-62,-78,-51,-52,-61,-71,,,-77,,,,,,-65,,-72,-72,,,-76,,,,3.6,8,0
-66,-55,-48,-62,-78,-51,-52,-61,-71,,,-77,,,,,,-65,,-72,-72,,,-76,,,,3.6,8,0
-66,-55,-48,-62,-78,-51,-52,-61,-71,,,-77,,,,,,-65,,-72,-72,,,,,,,3.6,8,0
-70,-62,-48,-67,-78,-52,-49,-67,-73,,,-77,,-87,-83,,,-61,,-81,-75,,,-74,,,,3.6,8,0
-70,-62,-48,-67,-78,-52,-49,-67,-73,,,-77,,-87,-83,,,-61,,-81,-75,,,-74,,,,3.6,8,0
-67,-47,,-56,-76,,,,-78,,,-79,,-75,-80,,,,,,,,,,,,,16.6,16.4,0
-67,-47,,-56,-76,,,,-78,,,-79,,-75,-80,,,,,,,,,,,,,16.6,16.4,0
-67,-47,,-56,-76,,,,-78,,,-79,,-75,-80,,,,,,,,,,,,,16.6,16.4,0
-67,-47,-68,-56,-76,-71,,,-78,,,-79,,-71,-80,,,,,,,,,,,,,16.6,16.4,0
-67,-47,-68,-56,-76,-71,,,-78,,,-79,,-71,-80,,,,,,,,,,,,,16.6,16.4,0
,-47,-68,,-76,-71,,,,,,,,-71,,,,,,,,,,,,,,16.6,16.4,0
,-54,-68,-69,-70,-78,,,-81,,,-76,,-71,-83,,,,,,,,,,,,,16.6,16.4,0
,-54,-68,-69,-70,-78,,,-81,,,-76,,-71,-83,,,,,,,,,,,,,16.6,16.4,0
,-54,,-69,-70,-78,,,-81,,,-76,,,-83,,,,,,,,,,,,,16.6,16.4,0
-69,-56,-71,-68,-69,-78,,-86,-81,,-79,-76,,-71,-83,,,,,,,,,,,,,16.6,16.4,0
-69,-56,-71,-68,-69,-78,,-86,-81,,-79,-76,,-71,-83,,,,,,,,,,,,,16.6,16.4,0
-69,-56,-71,-68,-69,,,-86,,,-79,,,-71,,,,,,,,,,,,,,16.6,16.4,0
-70,-57,-71,-68,-74,,,-86,,,-79,-77,,-71,,,,,,,,,,,,,,16.6,16.4,0
-70,-57,-71,-68,-74,,,-86,,,-79,-77,,-71,,,,,,,,,,,,,,16.6,16.4,0
-70,-57,-71,-68,-74,,,,,,,-77,,,,,,,,,,,,,,,,16.6,16.4,0
-70,-57,-71,-57,-71,,,-88,,,,-77,,,,,,,,,,,,,,,,16.6,16.4,0
-70,-57,-71,-57,-71,,,-88,,,,-77,,,,,,,,,,,,,,,,16.6,16.4,0
,-57,,-57,-71,,,-88,,,,-77,,,,,,,,,,,,,,,,16.6,16.4,0
,-55,,-57,-75,-73,-75,-88,,,,-76,,-71,-81,,,-78,,,,,,,,,,16.6,16.4,0
,-55,,-57,-75,-73,-75,-88,,,,-76,,-71,-81,,,-78,,,,,,,,,,16.6,16.4,0
,-55,,,-75,-73,-75,,,,,-76,,-71,-81,,,-78,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-58,-71,-77,-75,,,,,-76,,-71,-81,,,-75,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-58,-71,-77,-75,,,,,-76,,-71,-81,,,-75,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-58,-71,-77,,,,,,-76,,,,,,-75,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-56,-68,-76,,,,,,-76,,,,,,-75,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-56,-68,-76,,,,,,-76,,,,,,-75,,,,,,,,,,16.6,16.4,0
-68,-56,-69,-56,-68,-76,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
-71,-51,-71,-56,-72,-77,,,,,,,,-73,,,,,,,,,,,,,,16.6,16.4,0
-71,-51,-71,-56,-72,-77,,,,,,,,-73,,,,,,,,,,,,,,16.6,16.4,0
-71,-51,-71,-56,-72,-77,,,,,,,,-73,,,,,,,,,,,,,,16.6,16.4,0
-71,-50,-67,-56,-74,-77,,,,,,,,-73,,,,,,,,,,,,,,16.6,16.4,0
-71,-50,-67,-56,-74,-77,,,,,,,,-73,,,,,,,,,,,,,,16.6,16.4,0
,-50,-67,,-74,-77,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
,-50,-68,-71,-74,-77,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
,-50,-68,-71,-74,-77,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
,-50,-68,-71,-74,,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
-73,-50,-68,-68,-74,,-71,-84,,,,,,,,,,-78,,,,,-87,,,,,16.6,16.4,0
-73,-50,-68,-68,-74,,-71,-84,,,,,,,,,,-78,,,,,-87,,,,,16.6,16.4,0
-73,-50,-68,-68,-74,,-71,-84,,,,,,,,,,-78,,,,,-87,,,,,16.6,16.4,0
-73,-61,-68,-68,-78,-80,-71,-85,-85,,,,,,,-77,,-76,,,,,-87,,,,,16.6,16.4,0
-73,-61,-68,-68,-78,-80,-71,-85,-85,,,,,,,-77,,-76,,,,,-87,,,,,16.6,16.4,0
,-61,,,-78,-80,,-85,-85,,,,,,,-77,,-76,,,,,,,,,,16.6,16.4,0
,-62,-79,,-78,-80,,-85,-85,,,-81,,,,-77,,-74,,,,,,,,,,16.6,16.4,0
,-62,-79,,-78,-80,,-85,-85,,,-81,,,,-77,,-74,,,,,,,,,,16.6,16.4,0
,-62,-79,,,,,,,,,-81,,,,,,-74,,,,,,,,,,16.6,16.4,0
-69,-63,-76,,-83,-76,,-84,,,,-78,,-65,,,,-74,,,,,,,,,,16.6,16.4,0
-69,-63,-76,,-83,-76,,-84,,,,-78,,-65,,,,-74,,,,,,,,,,16.6,16.4,0
-69,-63,-76,,-83,-76,,-84,,,,-78,,-65,,,,,,,,,,,,,,16.6,16.4,0
-65,-63,-79,,-81,-76,,-84,-77,,,-78,,-65,,,,,,,,,,,,,,16.6,16.4,0
-65,-63,-79,,-81,-76,,-84,-77,,,-78,,-65,,,,,,,,,,,,,,16.6,16.4,0
-65,-63,-79,,-81,,,,-77,,,,,-65,,,,,,,,,,,,,,16.6,16.4,0
-65,-58,-79,,-81,-78,,,-77,,,,,-65,,,,,,,,,,,,,,16.6,16.4,0
-65,-58,-79,,-81,-78,,,-77,,,,,-65,,,,,,,,,,,,,,16.6,16.4,0
,-58,,,-81,-78,,,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
-70,-58,-75,,-81,-78,,,-77,,,,,-64,-68,,,,,,,,,,,,,16.6,16.4,0
-70,-58,-75,,-81,-78,,,-77,,,,,-64,-68,,,,,,,,,,,,,16.6,16.4,0
-70,-58,-75,,,,,,-77,,,,,-64,-68,,,,,,,,,,,,,16.6,16.4,0
-64,-57,-75,,,-77,,,-77,,,,,-62,-68,,,,,,,,,,,,,16.6,16.4,0
-64,-57,-75,,,-77,,,-77,,,,,-62,-68,,,,,,,,,,,,,16.6,16.4,0
-64,-57,-75,,,-77,,,-77,,,,,-62,,,,,,,,,,,,,,16.6,16.4,0
-64,-57,-73,,-79,-77,,-87,-77,,,,,-62,,,,,,,,,,,,,,16.6,16.4,0
-64,-57,-73,,-79,-77,,-87,-77,,,,,-62,,,,,,,,,,,,,,16.6,16.4,0
,-57,-73,,-79,,,-87,,,,,,,,,,,,,,,,,,,,16.6,16.4,0
,-57,-73,,-79,,,-87,,,,,,,,,,,,,-84,,,,,,,16.6,16.4,0
,-57,-73,,-79,,,-87,,,,,,,,,,,,,-84,,,,,,,16.6,16.4,0
,-57,-73,,,,,,,,,,,,,,,,,,-84,,,,,,,16.6,16.4,0
-63,-57,-73,,,-76,,,,,,,,-66,,,,,,,-85,,,,,,,16.6,16.4,0
-63,-57,-73,,,-76,,,,,,,,-66,,,,,,,-85,,,,,,,16.6,16.4,0
-63,-57,,,,-76,,,,,,,,-66,,,,,,,-85,,,,,,,16.6,16.4,0
-63,-57,-72,-64,-84,-76,,,,,,,,-67,,-87,,,,,-85,,-88,,,,,16.6,16.4,0
-63,-57,-72,-64,-84,-76,,,,,,,,-67,,-87,,,,,-85,,-88,,,,,16.6,16.4,0
-63,-57,-72,-64,-84,-76,,,,,,,,-67,,-87,,,,,,,-88,,,,,16.6,16.4,0
-63,-58,-72,-64,-84,-76,,,,,,-76,,-67,-78,-87,,,,,,,-88,,,,,16.6,16.4,0
-63,-58,-72,-64,-84,-76,,,,,,-76,,-67,-78,-87,,,,,,,-88,,,,,16.6,16.4,0
,-58,-72,-64,,-76,,,,,,-76,,,-78,,,,,,,,,,,,,16.6,16.4,0
-66,-53,-42,-68,,-45,-50,-53,-78,,,,-74,,-87,,,-57,,-68,-67,,,,,,,17.4,16.4,0
-66,-53,-42,-68,,-45,-50,-53,-78,,,,-74,,-87,,,-57,,-68,-67,,,,,,,17.4,16.4,0
-66,-53,-42,-68,,-45,-50,-53,-78,,,,-74,,-87,,,-57,,-68,-67,,,,,,,17.4,16.4,0
-66,-49,-42,-72,,-47,-51,-53,-82,,,,-74,,-87,,,-57,,-68,-65,,,,,,,17.4,16.4,0
-66,-49,-42,-72,,-47,-51,-53,-82,,,,-74,,-87,,,-57,,-68,-65,,,,,,,17.4,16.4,0
-66,-49,-42,-72,,-47,-51,-53,-82,,,,,,,,,-57,,-68,-65,,,,,,,17.4,16.4,0
-64,-50,-44,-67,,-43,-54,-52,-82,,,,,,,,,-58,,-70,-67,,,,,,,17.4,16.4,0
-64,-50,-44,-67,,-43,-54,-52,-82,,,,,,,,,-58,,-70,-67,,,,,,,17.4,16.4,0
-64,-50,-44,-67,,-43,-54,-52,-82,,,,,,,,,-58,,-70,-67,,,,,,,17.4,16.4,0
-64,-50,-44,-74,-86,-43,-55,-52,-74,,-84,,,,,,,-60,,-70,-63,,,-69,,,,17.4,16.4,0
-64,-50,-44,-74,-86,-43,-55,-52,-74,,-84,,,,,,,-60,,-70,-63,,,-69,,,,17.4,16.4,0
-64,-50,-44,-74,-86,-43,-55,-52,-74,,-84,,,,,,,-60,,-70,-63,,,-69,,,,17.4,16.4,0
-64,-54,-44,-74,-85,-42,-55,-52,-72,,-84,,-69,,,,,-60,,-70,-67,,,-69,,,-88,17.4,16.4,0
-64,-54,-44,-74,-85,-42,-55,-52,-72,,-84,,-69,,,,,-60,,-70,-67,,,-69,,,-88,17.4,16.4,0
-64,-54,-44,-74,-85,-42,-55,-52,-72,,,,-69,,,,,-60,,-70,-67,,,,,,-88,17.4,16.4,0
-64,-55,-44,-71,-85,-43,-55,-52,-72,,,,-69,,-80,,,-60,,-70,-67,,,,,,-88,17.4,16.4,0
-64,-55,-44,-71,-85,-43,-55,-52,-72,,,,-69,,-80,,,-60,,-70,-67,,,,,,-88,17.4,16.4,0
-64,-55,-44,-71,,-43,-55,-52,-72,,,,,,-80,,,-60,,-70,-67,,,,,,,17.4,16.4,0
-64,-57,-46,-70,,-43,-58,-51,-73,,,,,,-80,,,-60,,-64,-67,,,-75,,,,17.4,16.4,0
-64,-57,-46,-70,,-43,-58,-51,-73,,,,,,-80,,,-60,,-64,-67,,,-75,,,,17.4,16.4,0
-64,-57,-46,-70,,-43,-58,-51,-73,,,,,,,,,,,-64,-67,,,-75,,,,17.4,16.4,0
-68,-57,-50,-70,-88,-43,-57,-53,-81,,,,-67,,,,,-64,,-70,-67,,,-75,,,,17.4,16.4,0
-68,-57,-50,-70,-88,-43,-57,-53,-81,,,,-67,,,,,-64,,-70,-67,,,-75,,,,17.4,16.4,0
-68,-57,-50,-70,-88,-43,-57,-53,-81,,,,-67,,,,,-64,,-70,-67,,,,,,,17.4,16.4,0
-70,-50,-49,-70,-88,-43,-57,-52,-82,,,,-67,-84,-86,,,-64,,-66,-67,,,-74,,,,17.4,16.4,0
-70,-50,-49,-70,-88,-43,-57,-52,-82,,,,-67,-84,-86,,,-64,,-66,-67,,,-74,,,,17.4,16.4,0
-70,-50,-49,,,-43,-57,-52,-82,,,,,-84,-86,,,-64,,-66,-67,,,-74,,,,17.4,16.4,0
-73,-50,-50,-71,,-43,-53,-54,-82,,,,-67,-84,-86,,,-59,,-67,-65,,,-72,-89,,,17.4,16.4,0
-73,-50,-50,-71,,-43,-53,-54,-82,,,,-67,-84,-86,,,-59,,-67,-65,,,-72,-89,,,17.4,16.4,0
-73,-50,-50,-71,,-43,-53,-54,,,,,-67,,,,,-59,,-67,-65,,,-72,-89,,,17.4,16.4,0
-75,-50,-48,-71,,-42,-51,-54,,,,,-67,,-79,,,-67,,-65,-65,,,-76,-89,,-86,17.4,16.4,0
-75,-50,-48,-71,,-42,-51,-54,,,,,-67,,-79,,,-67,,-65,-65,,,-76,-89,,-86,17.4,16.4,0
-75,-50,-48,-71,,-42,-51,,,,,,,,-79,,,-67,,-65,-65,,,-76,,,-86,17.4,16.4,0
-67,-48,-52,-75,-79,-39,-49,-54,-69,,-83,,,,-79,,,-68,,-66,-65,,,-76,,,-85,17.4,16.4,0
-67,-48,-52,-75,-79,-39,-49,-54,-69,,-83,,,,-79,,,-68,,-66,-65,,,-76,,,-85,17.4,16.4,0
-67,-48,-52,-75,-79,-39,-49,-54,-69,,-83,,,,,,,-68,,-66,-65,,,,,,-85,17.4,16.4,0
-70,-71,-46,-71,-79,-41,-52,-56,-65,,-83,,,-85,,,,-59,,-73,-72,,,,,,-85,17.4,16.4,0
-70,-71,-46,-71,-79,-41,-52,-56,-65,,-83,,,-85,,,,-59,,-73,-72,,,,,,-85,17.4,16.4,0
-70,-71,-46,-71,,-41,-52,-56,-65,,,,,-85,,,,-59,,-73,-72,,,,,,,17.4,16.4,0
-70,-61,-47,-75,-78,-42,-52,-56,-67,,,,-78,-85,-74,,,-62,,-70,-72,,,-77,,,,17.4,16.4,0
-70,-61,-47,-75,-78,-42,-52,-56,-67,,,,-78,-85,-74,,,-62,,-70,-72,,,-77,,,,17.4,16.4,0
-70,-61,-47,-75,-78,-42,-52,,-67,,,,-78,,-74,,,-62,,-70,-72,,,-77,,,,17.4,16.4,0
-70,-57,-45,-74,-78,-43,-55,,-67,,,,-78,,-74,,,-64,,-74,-72,,,-75,,,,17.4,16.4,0
-70,-57,-45,-74,-78,-43,-55,,-67,,,,-78,,-74,,,-64,,-74,-72,,,-75,,,,17.4,16.4,0
-70,-57,-45,-74,,-43,-55,,,,,,,,,,,-64,,-74,-72,,,-75,,,,17.4,16.4,0
-67,-60,-45,-74,-77,-51,-51,-62,-71,,,,,,,,,-68,,-75,-76,-90,,-76,,,,17.4,16.4,0
-67,-60,-45,-74,-77,-51,-51,-62,-71,,,,,,,,,-68,,-75,-76,-90,,-76,,,,17.4,16.4,0
-67,-60,-45,,-77,-51,-51,-62,-71,,,,,,,,,-68,,-75,-76,-90,,-76,,,,17.4,16.4,0
-73,-56,-52,-69,-77,-52,-47,-62,-71,-88,,,,,,,,-65,,-74,-72,-90,,-77,,,,17.4,16.4,0
-73,-56,-52,-69,-77,-52,-47,-62,-71,-88,,,,,,,,-65,,-74,-72,-90,,-77,,,,17.4,16.4,0
-73,-56,-52,-69,,-52,-47,-62,-71,-88,,,,,,,,-65,,-74,-72,,,-77,,,,17.4,16.4,0
-76,-57,-47,-68,,-47,-47,-62,-73,-86,-80,,,,-77,,-81,-61,-89,-71,-71,,,-77,,,,17.4,16.4,0
-76,-57,-47,-68,,-47,-47,-62,-73,-86,-80,,,,-77,,-81,-61,-89,-71,-71,,,-77,,,,17.4,16.4,0
-76,-57,-47,-68,,-47,-47,,-73,-86,-80,,,,-77,,-81,-61,-89,-71,-71,,,,,,,17.4,16.4,0
-76,-58,-45,-74,,-53,-49,,-73,-88,-77,,,,-77,,-81,-61,-85,-73,-69,,,-73,,,-84,17.4,16.4,0
-76,-58,-45,-74,,-53,-49,,-73,-88,-77,,,,-77,,-81,-61,-85,-73,-69,,,-73,,,-84,17.4,16.4,0
-76,-58,-45,-74,,-53,-49,,-73,-88,-77,,,,,,,,-85,-73,-69,,,-73,,,-84,17.4,16.4,0
-77,-54,-45,-74,,-45,-53,-68,-72,-88,-79,,-78,-85,-80,,-82,-61,-88,-73,-73,,,-75,,,-83,17.4,16.4,0
-77,-54,-45,-74,,-45,-53,-68,-72,-88,-79,,-78,-85,-80,,-82,-61,-88,-73,-73,,,-75,,,-83,17.4,16.4,0
-77,-54,-45,,,-45,-53,-68,-72,,-79,,-78,-85,-80,,-82,-61,-88,-73,-73,,,-75,,,-83,17.4,16.4,0
-75,-54,-45,-73,,-44,-52,-68,-70,,-81,,-78,-85,-80,,-82,-61,-88,-71,-69,,,-75,,,-83,17.4,16.4,0
-75,-54,-45,-73,,-44,-52,-68,-70,,-81,,-78,-85,-80,,-82,-61,-88,-71,-69,,,-75,,,-83,17.4,16.4,0
-75,-54,-45,-73,,-44,-52,-68,-70,,-81,,-78,,,,-82,-61,,-71,-69,,,,,,,17.4,16.4,0
-71,-56,-45,-74,,-47,-50,-68,-70,-89,-77,,-77,,,,-77,-61,-85,-79,-76,,,,,,-83,17.4,16.4,0
-71,-56,-45,-74,,-47,-50,-68,-70,-89,-77,,-77,,,,-77,-61,-85,-79,-76,,,,,,-83,17.4,16.4,0
-71,-56,-45,-74,,-47,-50,,-70,-89,-77,,-77,,,,-77,-61,-85,-79,-76,,,,,,-83,17.4,16.4,0
-70,-56,-47,-74,,-48,-48,-64,-77,-89,-77,,-77,,,,-78,-61,-85,-71,-76,,,-74,-92,,-83,17.4,16.4,0
-70,-56,-47,-74,,-48,-48,-64,-77,-89,-77,,-77,,,,-78,-61,-85,-71,-76,,,-74,-92,,-83,17.4,16.4,0
-70,,-47,-74,,-48,-48,-64,-77,,,,,,,,-78,-61,,-71,-76,,,-74,-92,,,17.4,16.4,0
-75,-66,-47,-76,,-55,-46,-51,-70,,-79,-82,,,,,-78,-57,,-70,-68,,,-76,-92,,,17.4,16.4,0
-75,-66,-47,-76,,-55,-46,-51,-70,,-79,-82,,,,,-78,-57,,-70,-68,,,-76,-92,,,17.4,16.4,0
-75,-66,-47,-76,,-55,-46,-51,-70,,-79,-82,,,,,,-57,,-70,-68,,,-76,,,,17.4,16.4,0
-72,-64,-46,-76,,-41,-45,-47,-73,,-78,-80,,,,,,-53,,-71,-68,,,-76,-89,,-82,17.4,16.4,0
-72,-64,-46,-76,,-41,-45,-47,-73,,-78,-80,,,,,,-53,,-71,-68,,,-76,-89,,-82,17.4,16.4,0
-72,-64,-46,-76,,-41,-45,-47,-73,,-78,-80,,,,,,-53,,-71,-68,,,,-89,,-82,17.4,16.4,0
-72,-54,-48,-71,,-40,-49,-52,,,,,-73,,,,,-56,-86,-69,-79,,,-77,,,,18.2,16.4,0
-72,-54,-48,-71,,-40,-49,-52,,,,,-73,,,,,-56,-86,-69,-79,,,-77,,,,18.2,16.4,0
-72,-54,-48,-71,,-40,-49,-52,,,,,-73,,,,,-56,-86,-69,-79,,,-77,,,,18.2,16.4,0
-72,-62,-43,-74,,-40,-48,-52,-81,-90,,,-73,-88,,,,-56,-86,-61,-74,,,-77,,,,18.2,16.4,0
-72,-62,-43,-74,,-40,-48,-52,-81,-90,,,-73,-88,,,,-56,-86,-61,-74,,,-77,,,,18.2,16.4,0
-72,-62,-43,-74,,-40,-48,-52,-81,-90,,,,-88,,,,,,-61,-74,,,,,,,18.2,16.4,0
-71,-54,-41,-70,-85,-42,-51,-52,-74,-90,,,-80,-88,,,,-63,,-62,-64,,,-75,,,,18.2,16.4,0
-71,-54,-41,-70,-85,-42,-51,-52,-74,-90,,,-80,-88,,,,-63,,-62,-64,,,-75,,,,18.2,16.4,0
-71,-54,-41,-70,-85,-42,-51,-52,-74,,,,-80,,,,,-63,,-62,-64,,,-75,,,,18.2,16.4,0
-65,-54,-40,-74,-85,-42,-58,-52,-74,,-84,-74,-80,,,,,-62,-86,-62,-64,,,-75,,,,18.2,16.4,0
-65,-54,-40,-74,-85,-42,-58,-52,-74,,-84,-74,-80,,,,,-62,-86,-62,-64,,,-75,,,,18.2,16.4,0
-65,-54,-40,-74,,-42,-58,-52,,,-84,-74,,,,,,-62,-86,-62,-64,,,-75,,,,18.2,16.4,0
-62,-54,-41,-74,-84,-43,-58,-52,,,-84,-81,,,,,,-63,-86,-61,-62,,,-75,,,,18.2,16.4,0
-62,-54,-41,-74,-84,-43,-58,-52,,,-84,-81,,,,,,-63,-86,-61,-62,,,-75,,,,18.2,16.4,0
-62,-54,-41,-74,-84,-43,,-52,,,,-81,,,,,,-63,,-61,-62,,,,,,,18.2,16.4,0
-62,-55,-41,-71,-86,-43,-49,-50,,,,-81,,,,,,-59,,-62,-69,,,-79,,,,18.2,16.4,0
-62,-55,-41,-71,-86,-43,-49,-50,,,,-81,,,,,,-59,,-62,-69,,,-79,,,,18.2,16.4,0
-62,-55,-41,-71,-86,-43,-49,-50,,,,,,,,,,-59,,-62,-69,,,-79,,,,18.2,16.4,0
-62,-56,-41,-71,-87,-41,-49,-51,-79,,,,,,-79,,,-59,,-66,-72,,,-77,,,,18.2,16.4,0
-62,-56,-41,-71,-87,-41,-49,-51,-79,,,,,,-79,,,-59,,-66,-72,,,-77,,,,18.2,16.4,0
-62,-56,-41,,-87,-41,-49,-51,-79,,,,,,-79,,,-59,,-66,-72,,,-77,,,,18.2,16.4,0
-67,-54,-41,-71,-90,-44,-52,-51,-79,,,,,-86,-80,,,-58,,-74,-72,-92,,-77,,,,18.2,16.4,0
-67,-54,-41,-71,-90,-44,-52,-51,-79,,,,,-86,-80,,,-58,,-74,-72,-92,,-77,,,,18.2,16.4,0
-67,-54,-41,-71,-90,-44,-52,,,,,,,-86,-80,,,-58,,-74,-72,-92,,,,,,18.2,16.4,0
-67,-54,-42,-70,-90,-44,-50,-53,,,,,,-86,-80,,,-58,,-74,-72,-92,,,,,,18.2,16.4,0
-67,-54,-42,-70,-90,-44,-50,-53,,,,,,-86,-80,,,-58,,-74,-72,-92,,,,,,18.2,16.4,0
-67,-54,-42,-70,,-44,-50,-53,,,,,,,-80,,,,,-74,-72,,,,,,,18.2,16.4,0
-72,-56,-43,-66,-85,-42,-51,-50,-87,,-83,,-69,-85,-81,,,-58,,-72,-65,,,,,,,18.2,16.4,0
-72,-56,-43,-66,-85,-42,-51,-50,-87,,-83,,-69,-85,-81,,,-58,,-72,-65,,,,,,,18.2,16.4,0
-72,-56,-43,-66,-85,-42,-51,-50,-87,,-83,,-69,-85,-81,,,-58,,-72,-65,,,,,,,18.2,16.4,0
-72,-53,-41,-66,-85,-42,-54,-49,-87,,-83,,-69,-85,-81,,,-57,,-74,-62,,,,,,,18.2,16.4,0
-72,-53,-41,-66,-85,-42,-54,-49,-87,,-83,,-69,-85,-81,,,-57,,-74,-62,,,,,,,18.2,16.4,0
-72,-53,-41,-66,-85,-42,-54,-49,-87,,,,,,-81,,,-57,,-74,-62,,,,,,,18.2,16.4,0
-73,-54,-41,-67,-85,-42,-50,-49,-83,,,,-68,-85,-81,,,-56,,-66,-62,,,,,,,18.2,16.4,0
-73,-54,-41,-67,-85,-42,-50,-49,-83,,,,-68,-85,-81,,,-56,,-66,-62,,,,,,,18.2,16.4,0
-73,-54,-41,-67,,-42,-50,-49,-83,,,,-68,-85,-81,,,-56,,-66,-62,,,,,,,18.2,16.4,0
-65,-54,-41,-67,,-42,-54,-49,-78,,,,-68,-85,-81,,-83,-56,,-65,-61,,,,,,,18.2,16.4,0
-65,-54,-41,-67,,-42,-54,-49,-78,,,,-68,-85,-81,,-83,-56,,-65,-61,,,,,,,18.2,16.4,0
-65,-54,-41,-67,,-42,-54,-49,-78,,,,,,,,-83,-56,,-65,-61,,,,,,,18.2,16.4,0
-64,-53,-42,-75,,-42,-50,-49,-76,,,,,,-81,,-83,-56,,-63,-61,,,,,,,18.2,16.4,0
-64,-53,-42,-75,,-42,-50,-49,-76,,,,,,-81,,-83,-56,,-63,-61,,,,,,,18.2,16.4,0
-64,-53,-42,-75,,-42,-50,-49,-76,,,,,,-81,,,-56,,-63,-61,,,,,,,18.2,16.4,0
-63,-57,-42,-75,-86,-41,-50,-49,-76,,,,-68,-85,-81,,,-57,,-64,-71,,,,,,,18.2,16.4,0
-63,-57,-42,-75,-86,-41,-50,-49,-76,,,,-68,-85,-81,,,-57,,-64,-71,,,,,,,18.2,16.4,0
-63,-57,-42,-75,-86,-41,-50,-49,,,,,-68,-85,,,,-57,,-64,-71,,,,,,,18.2,16.4,0
-63,-57,-41,-75,-86,-40,-53,-55,-72,,,-77,-68,-85,-82,,,-61,-86,-72,-63,,,,,,,18.2,16.4,0
-63,-57,-41,-75,-86,-40,-53,-55,-72,,,-77,-68,-85,-82,,,-61,-86,-72,-63,,,,,,,18.2,16.4,0
-63,-57,-41,-75,,-40,-53,-55,-72,,,-77,-68,,-82,,,-61,-86,-72,-63,,,,,,,18.2,16.4,0
-72,-64,-39,-69,,-44,-51,-55,-72,-90,-78,-78,-68,,-82,,,-61,-86,-79,-74,,,-77,,,,18.2,16.4,0
-72,-64,-39,-69,,-44,-51,-55,-72,-90,-78,-78,-68,,-82,,,-61,-86,-79,-74,,,-77,,,,18.2,16.4,0
-72,-64,-39,-69,,-44,-51,,,-90,-78,-78,,,,,,-61,,-79,-74,,,-77,,,,18.2,16.4,0
-73,-63,-48,-65,-85,-51,-48,-63,,-90,-78,-78,-74,,-86,,,-62,,-80,-72,,,-77,,,,18.2,16.4,0
-73,-63,-48,-65,-85,-51,-48,-63,,-90,-78,-78,-74,,-86,,,-62,,-80,-72,,,-77,,,,18.2,16.4,0
-73,-63,-48,-65,-85,-51,-48,-63,,,,,-74,,-86,,,-62,,-80,-72,,,,,,,18.2,16.4,0
-70,-54,-42,-66,-85,-52,-50,-62,-80,-90,-81,,-74,,-83,,,-61,,-73,-73,,-89,,,,,18.2,16.4,0
-70,-54,-42,-66,-85,-52,-50,-62,-80,-90,-81,,-74,,-83,,,-61,,-73,-73,,-89,,,,,18.2,16.4,0
-70,-54,-42,-66,,-52,-50,-62,-80,-90,-81,,,,-83,,,-61,,-73,-73,,-89,,,,,18.2,16.4,0
-73,-51,-41,-66,,-51,-55,-62,-80,-90,-81,,,,-83,,,-60,,-73,-69,,-89,,,,,18.2,16.4,0
-73,-51,-41,-66,,-51,-55,-62,-80,-90,-81,,,,-83,,,-60,,-73,-69,,-89,,,,,18.2,16.4,0
-73,-51,-41,-66,,-51,-55,-62,,,,,,,,,,-60,,,-69,,,,,,,18.2,16.4,0
-74,-51,-40,-66,,-50,-50,-62,,,-81,-74,,-86,-86,,,-60,,-70,-69,,,-76,,,,18.2,16.4,0
-74,-51,-40,-66,,-50,-50,-62,,,-81,-74,,-86,-86,,,-60,,-70,-69,,,-76,,,,18.2,16.4,0
-74,-51,-40,-66,,-50,-50,-62,,,-81,-74,,-86,-86,,,,,-70,-69,,,-76,,,,18.2,16.4,0
