r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,X,Y,Z
,-58,-80,,,,,,,,,-81,-85,,-80,-79,,,,,,,,,,,,3.6,7.2,0
,-58,-80,,,,,,,,,-81,-85,,-80,-79,,,,,,,,,,,,3.6,7.2,0
,-58,-80,,,,,,,,,-81,-85,,-80,-79,,,,,,,,,,,,3.6,7.2,0
-76,-58,-77,-69,,-82,,,,,,-79,-86,,-81,-83,,,,,,,,,,,,3.6,7.2,0
-76,-58,-77,-69,,-82,,,,,,-79,-86,,-81,-83,,,,,,,,,,,,3.6,7.2,0
-76,-58,-77,-69,,-82,,,,,,-79,-86,,-81,-83,,,,,,,,,,,,3.6,7.2,0
-76,-57,-78,-69,,-82,,-88,,,-69,-84,-86,,-82,-80,,,,,,,,,,,,3.6,7.2,0
,-57,-78,,,,,-88,,,-69,-84,,,-82,-80,,,,,,,,,,,,3.6,7.2,0
,-57,-78,,,,,-88,,,-69,-84,,,-82,-80,,,,,,,,,,,,3.6,7.2,0
,-57,-78,,,,,-88,,,-68,-84,-86,-63,-82,-82,,,,,,,,,,,,3.6,7.2,0
,-57,,,,,,-88,,,-68,,-86,-63,,-82,,,,,,,,,,,,3.6,7.2,0
,-57,,,,,,-88,,,-68,,-86,-63,,-82,,,,,,,,,,,,3.6,7.2,0
,-57,-83,,,,,-86,,,-68,,-86,-63,,-78,,,,,,,,,,,,3.6,7.2,0
,-57,-83,,,,,-86,,,-68,,-86,-63,,-78,,,,,,,,,,,,3.6,7.2,0
,-57,-83,,,,,-86,,,,,-86,,,-78,,,,,,,,,,,,3.6,7.2,0
,-58,-80,,,,,-86,,,-71,-79,-86,,-86,-78,,-87,,,,,,,,,,3.6,7.2,0
,-58,-80,,,,,-86,,,-71,-79,-86,,-86,-78,,-87,,,,,,,,,,3.6,7.2,0
,-58,-80,,,,,,,,-71,-79,,,-86,,,-87,,,,,,,,,,3.6,7.2,0
-74,-56,-80,-60,,,,-89,,-84,-68,-79,,-62,-86,-86,,-83,,,,-87,,,,,,3.6,7.2,0
-74,-56,-80,-60,,,,-89,,-84,-68,-79,,-62,-86,-86,,-83,,,,-87,,,,,,3.6,7.2,0
-74,-56,-80,-60,,,,-89,,-84,-68,-79,,-62,,-86,,-83,,,,-87,,,,,,3.6,7.2,0
-72,-60,-77,-65,-85,-78,,-89,,-84,-66,-75,,-60,,-86,-74,-83,,,,-87,,,,,,3.6,7.2,0
-72,-60,-77,-65,-85,-78,,-89,,-84,-66,-75,,-60,,-86,-74,-83,,,,-87,,,,,,3.6,7.2,0
-72,-60,-77,-65,-85,-78,,-89,,,-66,-75,,-60,,,-74,,,,,,,,,,,3.6,7.2,0
-69,-60,-73,-65,-85,-78,,-89,,,-66,-76,-80,-60,,-87,-74,,,,,,-82,,,,,3.6,7.2,0
-69,-60,-73,-65,-85,-78,,-89,,,-66,-76,-80,-60,,-87,-74,,,,,,-82,,,,,3.6,7.2,0
-69,-60,-73,,,,,,,,,-76,-80,,,-87,,,,,,,-82,,,,,3.6,7.2,0
-69,-60,-76,-59,-90,,-80,,,,,-76,-81,-67,,-82,-80,,,,,,-82,,,,,3.6,7.2,0
-69,-60,-76,-59,-90,,-80,,,,,-76,-81,-67,,-82,-80,,,,,,-82,,,,,3.6,7.2,0
,-60,-76,-59,-90,,-80,,,,,-76,-81,-67,,-82,-80,,,,,,-82,,,,,3.6,7.2,0
-67,-56,-76,-59,-82,,-80,-84,,,,-78,-81,-59,-75,-82,-80,,,,,,-82,,,,,3.6,7.2,0
-67,-56,-76,-59,-82,,-80,-84,,,,-78,-81,-59,-75,-82,-80,,,,,,-82,,,,,3.6,7.2,0
-67,-56,-76,,-82,,,-84,,,,-78,,-59,-75,-82,,,,,,,,,,,,3.6,7.2,0
-67,-51,-76,,-82,,,-86,,,,-73,-84,-58,-75,-79,,,,,,,-79,,,,,3.6,7.2,0
-67,-51,-76,,-82,,,-86,,,,-73,-84,-58,-75,-79,,,,,,,-79,,,,,3.6,7.2,0
,-51,,,,,,-86,,,,-73,-84,-58,,-79,,,,,,,-79,,,,,3.6,7.2,0
-72,-49,,,,,,-87,,,-60,-75,-84,-58,,-85,,,,,,,-80,,,,-85,3.6,7.2,0
-72,-49,,,,,,-87,,,-60,-75,-84,-58,,-85,,,,,,,-80,,,,-85,3.6,7.2,0
-72,-49,,,,,,-87,,,-60,-75,-84,,,-85,,,,,,,-80,,,,-85,3.6,7.2,0
-72,-49,-74,-62,-84,-78,,-87,,,-60,-74,-87,-60,,-83,,,,,,,-80,,,,-85,3.6,7.2,0
-72,-49,-74,-62,-84,-78,,-87,,,-60,-74,-87,-60,,-83,,,,,,,-80,,,,-85,3.6,7.2,0
,-49,-74,-62,-84,-78,,,,,-60,-74,-87,-60,,-83,,,,,,,-80,,,,,3.6,7.2,0
,-49,-74,-62,-84,-80,,,,,-61,-76,-87,-57,,-77,,,,,,,-80,,,,,3.6,7.2,0
,-49,-74,-62,-84,-80,,,,,-61,-76,-87,-57,,-77,,,,,,,-80,,,,,3.6,7.2,0
,-49,,,,-80,,,,,-61,-76,,-57,,-77,,,,,,,,,,,,3.6,7.2,0
,-61,-83,,,-80,,,-86,,-61,-75,,-57,,-81,,,,,,-87,-84,,,,,3.6,7.2,0
,-61,-83,,,-80,,,-86,,-61,-75,,-57,,-81,,,,,,-87,-84,,,,,3.6,7.2,0
,-61,-83,,,,,,-86,,,-75,,-57,,-81,,,,,,-87,-84,,,,,3.6,7.2,0
-69,-60,-81,-66,,-83,,,-83,,,-77,,-57,-83,-80,,,,,,-89,-84,,,,,3.6,7.2,0
-69,-60,-81,-66,,-83,,,-83,,,-77,,-57,-83,-80,,,,,,-89,-84,,,,,3.6,7.2,0
-69,-60,-81,-66,,-83,,,-83,,,-77,,,-83,-80,,,,,,-89,,,,,,3.6,7.2,0
-70,-60,-75,-63,,-83,,-88,-83,,-82,-76,,-58,-83,-80,,,,,,-89,,,,,,3.6,7.2,0
-70,-60,-75,-63,,-83,,-88,-83,,-82,-76,,-58,-83,-80,,,,,,-89,,,,,,3.6,7.2,0
-70,-60,-75,-63,,,,-88,,,-82,-76,,-58,,,,,,,,,,,,,,3.6,7.2,0
-70,-57,-75,-69,-84,,,-88,,,-82,-76,,-59,-80,-80,,,,,,,,,,,,3.6,7.2,0
-70,-57,-75,-69,-84,,,-88,,,-82,-76,,-59,-80,-80,,,,,,,,,,,,3.6,7.2,0
,-57,-75,-69,-84,,,,,,,,,-59,-80,-80,,,,,,,,,,,,3.6,7.2,0
,-61,-78,-65,-84,,-80,,,,-76,,,-61,-80,-80,,,,,,,,,,,,3.6,7.2,0
,-61,-78,-65,-84,,-80,,,,-76,,,-61,-80,-80,,,,,,,,,,,,3.6,7.2,0
,-61,-78,-65,,,-80,,,,-76,,,-61,,,,,,,,,,,,,,3.6,7.2,0
,-62,-78,-65,,,-80,,,,-76,,-83,-61,,-89,-83,,,,,,,,,,,3.6,7.2,0
,-62,-78,-65,,,-80,,,,-76,,-83,-61,,-89,-83,,,,,,,,,,,3.6,7.2,0
,-62,,,,,,,,,,,-83,-61,,-89,-83,,,,,,,,,,,3.6,7.2,0
-79,-61,-80,-73,-79,,,,,,-68,,-83,-60,-81,-79,-83,-81,,,,,-83,,,,,3.6,7.2,0
-79,-61,-80,-73,-79,,,,,,-68,,-83,-60,-81,-79,-83,-81,,,,,-83,,,,,3.6,7.2,0
-79,-61,-80,-73,-79,,,,,,-68,,,-60,-81,-79,,-81,,,,,-83,,,,,3.6,7.2,0
-79,-60,-80,-73,-85,,,,-84,,-68,-78,-80,-62,-81,-83,,-80,,,,,-83,,,,,3.6,7.2,0
-79,-60,-80,-73,-85,,,,-84,,-68,-78,-80,-62,-81,-83,,-80,,,,,-83,,,,,3.6,7.2,0
,-60,,,-85,,,,-84,,,-78,-80,-62,,-83,,-80,,,,,,,,,,3.6,7.2,0
,-57,,-74,-85,,,,-84,,-69,-78,-86,-66,,-83,-77,-80,,,,,,,,,,3.6,7.2,0
,-57,,-74,-85,,,,-84,,-69,-78,-86,-66,,-83,-77,-80,,,,,,,,,,3.6,7.2,0
,-57,,-74,,,,,,,-69,,-86,-66,,,-77,,,,,,,,,,,3.6,7.2,0
-75,-64,,-72,,-82,,,,,-69,-81,-86,-66,,,-77,,,,,,,,,,,3.6,7.2,0
-75,-64,,-72,,-82,,,,,-69,-81,-86,-66,,,-77,,,,,,,,,,,3.6,7.2,0
-75,-64,,-72,,-82,,,,,,-81,,,,,,,,,,,,,,,,3.6,7.2,0
-60,-52,-73,,,-75,,,,,,,,-69,-76,,,-73,,,-87,,,,,,,8.8,16.4,0
-60,-52,-73,,,-75,,,,,,,,-69,-76,,,-73,,,-87,,,,,,,8.8,16.4,0
-60,-52,-73,,,-75,,,,,,,,-69,-76,,,-73,,,-87,,,,,,,8.8,16.4,0
-60,-51,-66,,,-75,,-88,,,,,,-69,-76,,,-73,,,-87,,,,,,,8.8,16.4,0
-60,-51,-66,,,-75,,-88,,,,,,-69,-76,,,-73,,,-87,,,,,,,8.8,16.4,0
,-51,-66,,,,,-88,,,,,,,,,,,,,-87,,,,,,,8.8,16.4,0
,-55,-71,,-85,-74,,-85,,,,,,,,,,,,,-87,,,,,,,8.8,16.4,0
,-55,-71,,-85,-74,,-85,,,,,,,,,,,,,-87,,,,,,,8.8,16.4,0
,-55,-71,,-85,-74,,-85,,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-69,-55,-71,,-85,-74,,-85,,,-65,,,,,-83,,,,,,,-84,,,,,8.8,16.4,0
-69,-55,-71,,-85,-74,,-85,,,-65,,,,,-83,,,,,,,-84,,,,,8.8,16.4,0
-69,-55,,,,,,,,,-65,,,,,-83,,,,,,,-84,,,,,8.8,16.4,0
-68,-56,,-69,-80,,,,,,-65,,,,,-83,,-79,,-83,,,-84,,,,,8.8,16.4,0
-68,-56,,-69,-80,,,,,,-65,,,,,-83,,-79,,-83,,,-84,,,,,8.8,16.4,0
-68,-56,,-69,-80,,,,,,,,,,,,,-79,,-83,,,,,,,,8.8,16.4,0
-68,-56,-76,-69,-80,,,,,,-70,,,-69,,,,-79,,-83,,-89,,,,,,8.8,16.4,0
-68,-56,-76,-69,-80,,,,,,-70,,,-69,,,,-79,,-83,,-89,,,,,,8.8,16.4,0
,-56,-76,,,,,,,,-70,,,-69,,,,,,,,-89,,,,,,8.8,16.4,0
,-52,-76,,,,,,,,-70,-79,,-69,,,,-77,,,,-89,,,,,,8.8,16.4,0
,-52,-76,,,,,,,,-70,-79,,-69,,,,-77,,,,-89,,,,,,8.8,16.4,0
,-52,-76,,,,,,,,,-79,,,,,,-77,,,,,,,,,,8.8,16.4,0
,-53,-78,-62,-83,-80,,,,,,-79,,-66,-83,,,-77,,,,,,,,,,8.8,16.4,0
,-53,-78,-62,-83,-80,,,,,,-79,,-66,-83,,,-77,,,,,,,,,,8.8,16.4,0
,-53,-78,-62,-83,-80,,,,,,,,-66,-83,,,,,,,,,,,,,8.8,16.4,0
-61,-53,-75,-62,-83,-73,,,-81,,,,,-66,-83,,,,,,-87,,,,,,,8.8,16.4,0
-61,-53,-75,-62,-83,-73,,,-81,,,,,-66,-83,,,,,,-87,,,,,,,8.8,16.4,0
-61,-53,-75,,,-73,,,-81,,,,,,,,,,,,-87,,,,,,,8.8,16.4,0
-62,-54,-75,-63,-81,-73,,,-81,,,-76,,,,,,,,,-87,,,,,,,8.8,16.4,0
-62,-54,-75,-63,-81,-73,,,-81,,,-76,,,,,,,,,-87,,,,,,,8.8,16.4,0
-62,-54,,-63,-81,-73,,,,,,-76,,,,,,,,,,,,,,,,8.8,16.4,0
-62,-62,-69,-61,-81,-74,,-85,,,,-79,,,,,,,,,,,,,,,,8.8,16.4,0
-62,-62,-69,-61,-81,-74,,-85,,,,-79,,,,,,,,,,,,,,,,8.8,16.4,0
,-62,-69,-61,-81,-74,,-85,,,,-79,,,,,,,,,,,,,,,,8.8,16.4,0
-63,-59,-69,-61,-78,-74,,-85,,,,-79,,,,,,,,,-83,,,,,,,8.8,16.4,0
-63,-59,-69,-61,-78,-74,,-85,,,,-79,,,,,,,,,-83,,,,,,,8.8,16.4,0
-63,-59,-69,,-78,,,,,,,,,,,,,,,,-83,,,,,,,8.8,16.4,0
-64,-58,-72,-59,-77,,,-86,-81,,,,,,,,,,,,-83,,,,,,,8.8,16.4,0
-64,-58,-72,-59,-77,,,-86,-81,,,,,,,,,,,,-83,,,,,,,8.8,16.4,0
-64,-58,-72,-59,-77,,,-86,-81,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-63,-58,-72,-58,-77,,,-86,-81,,,-82,,,,,,,,-83,,,,,,,,8.8,16.4,0
-63,-58,-72,-58,-77,,,-86,-81,,,-82,,,,,,,,-83,,,,,,,,8.8,16.4,0
-63,-58,-72,-58,-77,,,,,,,-82,,,,,,,,-83,,,,,,,,8.8,16.4,0
-63,-54,-71,-58,-78,,,,,,,-82,,,,,,,,-83,,,,,,,,8.8,16.4,0
-63,-54,-71,-58,-78,,,,,,,-82,,,,,,,,-83,,,,,,,,8.8,16.4,0
-63,-54,-71,-58,-78,,,,,,,,,,,,,,,-83,,,,,,,,8.8,16.4,0
-60,-54,-71,-59,-78,-68,,-88,,,,,,,,,,,,-83,,,-89,,,,,8.8,16.4,0
-60,-54,-71,-59,-78,-68,,-88,,,,,,,,,,,,-83,,,-89,,,,,8.8,16.4,0
-60,-54,-71,-59,,-68,,-88,,,,,,,,,,,,,,,-89,,,,,8.8,16.4,0
-63,-52,-71,-59,,-67,,-88,,,,-80,,,,,,,,,,,-89,,,,,8.8,16.4,0
-63,-52,-71,-59,,-67,,-88,,,,-80,,,,,,,,,,,-89,,,,,8.8,16.4,0
-63,-52,,-59,,-67,,,,,,-80,,,,,,,,,,,,,,,,8.8,16.4,0
-57,-52,-70,-59,,-68,,,,,,-80,-83,,,,,,,,,,,,,,,8.8,16.4,0
-57,-52,-70,-59,,-68,,,,,,-80,-83,,,,,,,,,,,,,,,8.8,16.4,0
-57,-52,-70,-59,,-68,,,,,,,-83,,,,,,,,,,,,,,,8.8,16.4,0
-57,-56,-72,-59,-80,-69,,-86,,,,,-83,-72,,,-87,,-88,,,,,,,,,8.8,16.4,0
-57,-56,-72,-59,-80,-69,,-86,,,,,-83,-72,,,-87,,-88,,,,,,,,,8.8,16.4,0
-57,-56,-72,-59,-80,-69,,-86,,,,,,-72,,,-87,,-88,,,,,,,,,8.8,16.4,0
-57,-58,-70,-59,-78,-71,,-88,,,,,-85,-72,,,-87,,-88,,-87,,,,,,,8.8,16.4,0
-57,-58,-70,-59,-78,-71,,-88,,,,,-85,-72,,,-87,,-88,,-87,,,,,,,8.8,16.4,0
,-58,-70,,-78,-71,,-88,,,,,-85,,,,,,,,-87,,,,,,,8.8,16.4,0
,-58,-70,-60,-74,-70,,-88,-81,,,-80,-85,,,,,,,,-87,,,,,,,8.8,16.4,0
,-58,-70,-60,-74,-70,,-88,-81,,,-80,-85,,,,,,,,-87,,,,,,,8.8,16.4,0
,-58,-70,-60,-74,-70,,,-81,,,-80,,,,,,,,,,,,,,,,8.8,16.4,0
,-58,-70,-57,-78,-70,,,-81,,,-77,,-71,-81,,,,,,,,,,,,,8.8,16.4,0
,-58,-70,-57,-78,-70,,,-81,,,-77,,-71,-81,,,,,,,,,,,,,8.8,16.4,0
,-58,-70,-57,-78,-70,,,,,,-77,,-71,-81,,,,,,,,,,,,,8.8,16.4,0
-61,-58,-74,-58,-78,-71,,,,,,-77,,-71,-81,,,,,,,,,,,,,8.8,16.4,0
-61,-58,-74,-58,-78,-71,,,,,,-77,,-71,-81,,,,,,,,,,,,,8.8,16.4,0
-61,-58,-74,-58,-78,-71,,,,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-61,-55,-74,-58,-78,-71,,,,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-61,-55,-74,-58,-78,-71,,,,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-61,-55,-74,-58,,-71,,,,,,,,,,,,,,,,,,,,,,8.8,16.4,0
-58,-53,-73,-58,,-70,,,,,,,-82,,,,,,,,,,,,,,,8.8,16.4,0
-58,-53,-73,-58,,-70,,,,,,,-82,,,,,,,,,,,,,,,8.8,16.4,0
-58,-53,-73,,,-70,,,,,,,-82,,,,,,,,,,,,,,,8.8,16.4,0
-61,-46,-50,-65,-74,-46,-58,,-66,,,,,,,,,,-74,-79,-75,,,,,,,9.6,16.4,0
-61,-46,-50,-65,-74,-46,-58,,-66,,,,,,,,,,-74,-79,-75,,,,,,,9.6,16.4,0
-61,-46,-50,-65,-74,-46,-58,,-66,,,,,,,,,,-74,-79,-75,,,,,,,9.6,16.4,0
-58,-47,-46,-67,-72,-46,-54,-66,-71,,,,,,,,,-69,-71,-79,-71,,,,,,,9.6,16.4,0
-58,-47,-46,-67,-72,-46,-54,-66,-71,,,,,,,,,-69,-71,-79,-71,,,,,,,9.6,16.4,0
-58,-47,-46,-67,-72,-46,-54,-66,-71,,,,,,,,,-69,-71,,-71,,,,,,,9.6,16.4,0
-56,-46,-45,-55,-72,-46,-57,-66,-63,-86,,,,,,,,-65,-71,,-74,,,-81,,,,9.6,16.4,0
-56,-46,-45,-55,-72,-46,-57,-66,-63,-86,,,,,,,,-65,-71,,-74,,,-81,,,,9.6,16.4,0
-56,-46,-45,-55,,-46,-57,,-63,-86,,,,,,,,-65,,,-74,,,-81,,,,9.6,16.4,0
-60,-46,-45,-63,-69,-46,-61,,-64,-83,,,,,,,,-70,,-75,-74,,,-81,,,,9.6,16.4,0
-60,-46,-45,-63,-69,-46,-61,,-64,-83,,,,,,,,-70,,-75,-74,,,-81,,,,9.6,16.4,0
-60,-46,-45,-63,-69,-46,-61,,-64,-83,,,,,,,,-70,,-75,-74,,,-81,,,,9.6,16.4,0
-60,-49,-45,-64,-73,-49,-58,,-72,-84,,,,,,,,-71,,-75,-78,,,-81,,,,9.6,16.4,0
-60,-49,-45,-64,-73,-49,-58,,-72,-84,,,,,,,,-71,,-75,-78,,,-81,,,,9.6,16.4,0
-60,-49,-45,-64,-73,-49,-58,,-72,-84,,,,,,,,-71,,,-78,,,,,,,9.6,16.4,0
-67,-45,-45,-56,-73,-47,-57,,-64,-84,,,,-82,,,,-63,,,-77,,,-81,,,,9.6,16.4,0
-67,-45,-45,-56,-73,-47,-57,,-64,-84,,,,-82,,,,-63,,,-77,,,-81,,,,9.6,16.4,0
-67,-45,-45,-56,,-47,-57,,-64,,,,,-82,,,,-63,,,-77,,,-81,,,,9.6,16.4,0
-63,-45,-47,-57,-77,-48,-56,,-60,,,,,-82,,,,-62,-72,-75,-75,,,-81,,,,9.6,16.4,0
-63,-45,-47,-57,-77,-48,-56,,-60,,,,,-82,,,,-62,-72,-75,-75,,,-81,,,,9.6,16.4,0
-63,,-47,-57,-77,-48,-56,,-60,,,,,,,,,-62,-72,-75,-75,,,,,,,9.6,16.4,0
-64,-46,-52,-57,-75,-48,-60,,-71,-83,,,,,,,,-62,-72,-67,-71,,,,,,,9.6,16.4,0
-64,-46,-52,-57,-75,-48,-60,,-71,-83,,,,,,,,-62,-72,-67,-71,,,,,,,9.6,16.4,0
-64,-46,-52,-57,-75,-48,-60,,-71,-83,,,,,,,,,,-67,-71,,,,,,,9.6,16.4,0
-63,-41,-55,-60,-74,-48,-59,,-72,-87,,,,,,,,-71,-72,-66,-76,,,,,,,9.6,16.4,0
-63,-41,-55,-60,-74,-48,-59,,-72,-87,,,,,,,,-71,-72,-66,-76,,,,,,,9.6,16.4,0
-63,-41,-55,-60,-74,-48,-59,,-72,-87,,,,,,,,-71,-72,-66,-76,,,,,,,9.6,16.4,0
-59,-37,-50,-66,-74,-48,-57,-56,-69,-87,,,,,,,,-71,-75,-65,-72,,,,,,,9.6,16.4,0
-59,-37,-50,-66,-74,-48,-57,-56,-69,-87,,,,,,,,-71,-75,-65,-72,,,,,,,9.6,16.4,0
-59,-37,-50,-66,,-48,-57,-56,-69,-87,,,,,,,,,-75,-65,-72,,,,,,,9.6,16.4,0
-62,-53,-53,-64,-78,-48,-55,-56,-68,-87,,,,,,,,-69,-76,-72,-67,,,,,,,9.6,16.4,0
-62,-53,-53,-64,-78,-48,-55,-56,-68,-87,,,,,,,,-69,-76,-72,-67,,,,,,,9.6,16.4,0
-62,-53,-53,-64,-78,-48,-55,-56,-68,,,,,,,,,-69,-76,-72,-67,,,,,,,9.6,16.4,0
-59,-49,-52,-67,-74,-48,-56,-58,-64,-83,,,,,,,,-69,-70,-72,-69,,,,,,,9.6,16.4,0
-59,-49,-52,-67,-74,-48,-56,-58,-64,-83,,,,,,,,-69,-70,-72,-69,,,,,,,9.6,16.4,0
-59,-49,-52,-67,-74,-48,-56,-58,-64,-83,,,,,,,,,-70,-72,-69,,,,,,,9.6,16.4,0
-62,-46,-48,-59,-74,-47,-57,-58,-67,-83,,,,-85,,,,-68,-70,-72,-69,,,,,,,9.6,16.4,0
-62,-46,-48,-59,-74,-47,-57,-58,-67,-83,,,,-85,,,,-68,-70,-72,-69,,,,,,,9.6,16.4,0
-62,-46,-48,-59,-74,-47,-57,-58,-67,,,,,-85,,,,-68,,,-69,,,,,,,9.6,16.4,0
-72,-46,-47,-67,-77,-44,-59,-58,-76,-88,,,,-85,,,,-68,,-65,-67,,,,,,,9.6,16.4,0
-72,-46,-47,-67,-77,-44,-59,-58,-76,-88,,,,-85,,,,-68,,-65,-67,,,,,,,9.6,16.4,0
-72,,-47,-67,-77,-44,-59,,-76,-88,,,,,,,,-68,,-65,-67,,,,,,,9.6,16.4,0
-74,-56,-55,-63,-77,-44,-58,,-77,-88,,,,,,,,-68,,-73,-66,,,,,,,9.6,16.4,0
-74,-56,-55,-63,-77,-44,-58,,-77,-88,,,,,,,,-68,,-73,-66,,,,,,,9.6,16.4,0
-74,-56,-55,-63,,-44,-58,,-77,,,,,,,,,,,-73,-66,,,,,,,9.6,16.4,0
-70,-49,-55,-63,-70,-45,-56,,-77,,,,,,,,,-62,,-69,-64,,,,,,,9.6,16.4,0
-70,-49,-55,-63,-70,-45,-56,,-77,,,,,,,,,-62,,-69,-64,,,,,,,9.6,16.4,0
-70,-49,-55,-63,-70,-45,-56,,,,,,,,,,,-62,,-69,-64,,,,,,,9.6,16.4,0
-66,-50,-51,-65,-68,-48,-56,,-75,,,,,,,,,-62,,-65,-65,,,,,,,9.6,16.4,0
-66,-50,-51,-65,-68,-48,-56,,-75,,,,,,,,,-62,,-65,-65,,,,,,,9.6,16.4,0
-66,-50,-51,-65,-68,-48,-56,,-75,,,,,,,,,,,-65,-65,,,,,,,9.6,16.4,0
-66,-52,-53,-66,-68,-44,-60,-56,-65,,,,,,,,,-63,,-68,-73,,,,,,,9.6,16.4,0
-66,-52,-53,-66,-68,-44,-60,-56,-65,,,,,,,,,-63,,-68,-73,,,,,,,9.6,16.4,0
-66,-52,-53,-66,-68,-44,-60,-56,-65,,,,,,,,,-63,,-68,-73,,,,,,,9.6,16.4,0
-65,-52,-53,-64,-68,-44,-59,-56,-63,,-89,,,,,,,-63,,-72,-74,,,,,,,9.6,16.4,0
-65,-52,-53,-64,-68,-44,-59,-56,-63,,-89,,,,,,,-63,,-72,-74,,,,,,,9.6,16.4,0
-65,-52,-53,-64,-68,-44,-59,,-63,,-89,,,,,,,-63,,-72,-74,,,,,,,9.6,16.4,0
-64,-53,-53,-64,-72,-44,-57,-56,-63,-88,-89,,,,,,,-63,-75,-73,-75,,,,,,,9.6,16.4,0
-64,-53,-53,-64,-72,-44,-57,-56,-63,-88,-89,,,,,,,-63,-75,-73,-75,,,,,,,9.6,16.4,0
-64,-53,-53,-64,-72,-44,-57,-56,-63,-88,,,,,,,,-63,-75,-73,-75,,,,,,,9.6,16.4,0
-62,-53,-53,-68,-72,-44,-60,-54,-66,-85,,,,,,,,-70,-75,-73,-77,,,-82,,,,9.6,16.4,0
-62,-53,-53,-68,-72,-44,-60,-54,-66,-85,,,,,,,,-70,-75,-73,-77,,,-82,,,,9.6,16.4,0
-62,-53,-53,-68,-72,-44,-60,-54,-66,-85,,,,,,,,-70,,,-77,,,-82,,,,9.6,16.4,0
-56,-41,-49,-59,-73,-46,-55,-58,-65,-74,,,,,,,,-70,-71,-74,-77,,,-82,,,,9.6,16.4,0
-56,-41,-49,-59,-73,-46,-55,-58,-65,-74,,,,,,,,-70,-71,-74,-77,,,-82,,,,9.6,16.4,0
-56,-41,-49,-59,-73,-46,-55,-58,-65,-74,,,,,,,,,-71,-74,-77,,,,,,,9.6,16.4,0
-60,-37,-45,-55,-73,-46,-58,-58,-73,-84,,,,,,,,-71,-71,-70,-70,,,,,,,9.6,16.4,0
-60,-37,-45,-55,-73,-46,-58,-58,-73,-84,,,,,,,,-71,-71,-70,-70,,,,,,,9.6,16.4,0
-60,-37,-45,-55,,-46,-58,,-73,-84,,,,,,,,-71,,-70,-70,,,,,,,9.6,16.4,0
-63,-37,-45,-54,,-46,-53,,-64,-84,,,-83,,,,,-73,,-70,-68,,,,,,,9.6,16.4,0
-63,-37,-45,-54,,-46,-53,,-64,-84,,,-83,,,,,-73,,-70,-68,,,,,,,9.6,16.4,0
-63,-37,-45,-54,,-46,-53,,-64,,,,-83,,,,,-73,,-70,-68,,,,,,,9.6,16.4,0
-69,-37,-49,-54,-68,-54,-58,-70,-60,,,,-79,,,,,-76,,-70,-71,,,-83,,,,9.6,16.4,0
-69,-37,-49,-54,-68,-54,-58,-70,-60,,,,-79,,,,,-76,,-70,-71,,,-83,,,,9.6,16.4,0
-69,-37,-49,-54,-68,-54,-58,-70,-60,,,,-79,,,,,-76,,,-71,,,-83,,,,9.6,16.4,0
-72,-44,-45,-62,-73,-51,-59,,-66,,,,,,,,,-71,,-72,-66,,,,,,,10.4,16.4,0
-72,-44,-45,-62,-73,-51,-59,,-66,,,,,,,,,-71,,-72,-66,,,,,,,10.4,16.4,0
-72,-44,-45,-62,-73,-51,-59,,-66,,,,,,,,,-71,,-72,-66,,,,,,,10.4,16.4,0
-65,-48,-45,-65,-71,-50,-56,-60,-70,,,,-81,,,,,-73,,-72,-66,,,,,,,10.4,16.4,0
-65,-48,-45,-65,-71,-50,-56,-60,-70,,,,-81,,,,,-73,,-72,-66,,,,,,,10.4,16.4,0
-65,-48,-45,-65,-71,-50,-56,-60,-70,,,,-81,,,,,-73,,,-66,,,,,,,10.4,16.4,0
-65,-52,-45,-57,-72,-50,-61,-63,-62,,,,-81,,,,,-69,,-82,-78,,,,,,,10.4,16.4,0
-65,-52,-45,-57,-72,-50,-61,-63,-62,,,,-81,,,,,-69,,-82,-78,,,,,,,10.4,16.4,0
-65,-52,-45,-57,-72,-50,-61,-63,-62,,,,,,,,,-69,,-82,-78,,,,,,,10.4,16.4,0
-65,-48,-49,-62,-73,-50,-54,-63,-62,-85,,,-74,-86,,,,-70,,-74,-74,,,,,,,10.4,16.4,0
-65,-48,-49,-62,-73,-50,-54,-63,-62,-85,,,-74,-86,,,,-70,,-74,-74,,,,,,,10.4,16.4,0
-65,-48,-49,-62,-73,-50,-54,-63,-62,-85,,,-74,-86,,,,-70,,-74,-74,,,,,,,10.4,16.4,0
-64,-48,-49,-58,-73,-52,-59,-63,-63,-87,,,-74,-86,,,,-70,,-74,-74,,,,,,,10.4,16.4,0
-64,-48,-49,-58,-73,-52,-59,-63,-63,-87,,,-74,-86,,,,-70,,-74,-74,,,,,,,10.4,16.4,0
-64,-48,-49,-58,,-52,-59,,-63,-87,,,-74,,,,,-70,,,,,,,,,,10.4,16.4,0
-69,-47,-46,-55,,-52,-61,,-67,-84,,,-74,,,,,-70,,-69,-78,,,,,,,10.4,16.4,0
